Symbol,name,value,variable
gene116,sample3,300,A
gene116,sample4,201,A
gene116,sample5,229,A
gene116,sample6,283,B
gene116,sample7,458,B
gene116,sample8,289,B
gene116,sample9,236,B
gene116,sample10,329,B
gene117,sample1,712,A
gene117,sample2,1157,A
gene117,sample3,771,A
gene117,sample4,765,A
gene117,sample5,675,A
gene117,sample6,969,B
gene117,sample7,797,B
gene117,sample8,718,B
gene117,sample9,1024,B
gene117,sample10,224,B
gene118,sample1,1089,A
gene118,sample2,616,A
gene118,sample3,1441,A
gene118,sample4,903,A
gene118,sample5,1189,A
gene118,sample6,908,B
gene118,sample7,470,B
gene118,sample8,1020,B
gene118,sample9,778,B
gene118,sample10,601,B
gene119,sample1,988,A
gene119,sample2,901,A
gene119,sample3,674,A
gene119,sample4,1536,A
gene119,sample5,1029,A
gene119,sample6,504,B
gene119,sample7,728,B
gene119,sample8,464,B
gene119,sample9,784,B
gene119,sample10,961,B
gene120,sample1,1158,A
gene120,sample2,1444,A
gene120,sample3,905,A
gene120,sample4,1331,A
gene120,sample5,2146,A
gene120,sample6,1439,B
gene120,sample7,993,B
gene120,sample8,1756,B
gene120,sample9,821,B
gene120,sample10,1055,B
gene121,sample1,28,A
gene121,sample2,41,A
gene121,sample3,35,A
gene121,sample4,23,A
gene121,sample5,59,A
gene121,sample6,17,B
gene121,sample7,23,B
gene121,sample8,42,B
gene121,sample9,41,B
gene121,sample10,32,B
gene122,sample1,86,A
gene122,sample2,28,A
gene122,sample3,36,A
gene122,sample4,37,A
gene122,sample5,38,A
gene122,sample6,23,B
gene122,sample7,22,B
gene122,sample8,40,B
gene122,sample9,18,B
gene122,sample10,11,B
gene123,sample1,2163,A
gene123,sample2,3202,A
gene123,sample3,1003,A
gene123,sample4,1976,A
gene123,sample5,2766,A
gene123,sample6,2603,B
gene123,sample7,2449,B
gene123,sample8,3648,B
gene123,sample9,1636,B
gene123,sample10,1617,B
gene124,sample1,1420,A
gene124,sample2,1373,A
gene124,sample3,1163,A
gene124,sample4,1642,A
gene124,sample5,813,A
gene124,sample6,1527,B
gene124,sample7,1140,B
gene124,sample8,1403,B
gene124,sample9,1460,B
gene124,sample10,1087,B
gene125,sample1,10,A
gene125,sample2,21,A
gene125,sample3,12,A
gene125,sample4,46,A
gene125,sample5,18,A
gene125,sample6,18,B
gene125,sample7,11,B
gene125,sample8,44,B
gene125,sample9,34,B
gene125,sample10,11,B
gene126,sample1,274,A
gene126,sample2,254,A
gene126,sample3,381,A
gene126,sample4,315,A
gene126,sample5,243,A
gene126,sample6,329,B
gene126,sample7,258,B
gene126,sample8,428,B
gene126,sample9,285,B
gene126,sample10,373,B
gene127,sample1,608,A
gene127,sample2,459,A
gene127,sample3,234,A
gene127,sample4,473,A
gene127,sample5,526,A
gene127,sample6,736,B
gene127,sample7,470,B
gene127,sample8,757,B
gene127,sample9,555,B
gene127,sample10,562,B
gene128,sample1,1141,A
gene128,sample2,883,A
gene128,sample3,1310,A
gene128,sample4,643,A
gene128,sample5,952,A
gene128,sample6,1308,B
gene128,sample7,1002,B
gene128,sample8,617,B
gene128,sample9,938,B
gene128,sample10,1196,B
gene129,sample1,38,A
gene129,sample2,32,A
gene129,sample3,85,A
gene129,sample4,54,A
gene129,sample5,44,A
gene129,sample6,69,B
gene129,sample7,15,B
gene129,sample8,25,B
gene129,sample9,82,B
gene129,sample10,21,B
gene130,sample1,151,A
gene130,sample2,172,A
gene130,sample3,218,A
gene130,sample4,135,A
gene130,sample5,142,A
gene130,sample6,192,B
gene130,sample7,137,B
gene130,sample8,176,B
gene130,sample9,128,B
gene130,sample10,146,B
gene131,sample1,43,A
gene131,sample2,40,A
gene131,sample3,62,A
gene131,sample4,110,A
gene131,sample5,93,A
gene131,sample6,52,B
gene131,sample7,63,B
gene131,sample8,95,B
gene131,sample9,104,B
gene131,sample10,102,B
gene132,sample1,2,A
gene132,sample2,15,A
gene132,sample3,6,A
gene132,sample4,14,A
gene132,sample5,11,A
gene132,sample6,20,B
gene132,sample7,7,B
gene132,sample8,8,B
gene132,sample9,22,B
gene132,sample10,5,B
gene133,sample1,77,A
gene133,sample2,90,A
gene133,sample3,63,A
gene133,sample4,111,A
gene133,sample5,124,A
gene133,sample6,114,B
gene133,sample7,89,B
gene133,sample8,143,B
gene133,sample9,85,B
gene133,sample10,129,B
gene134,sample1,51,A
gene134,sample2,109,A
gene134,sample3,116,A
gene134,sample4,141,A
gene134,sample5,176,A
gene134,sample6,119,B
gene134,sample7,175,B
gene134,sample8,62,B
gene134,sample9,114,B
gene134,sample10,83,B
gene135,sample1,32,A
gene135,sample2,48,A
gene135,sample3,20,A
gene135,sample4,30,A
gene135,sample5,19,A
gene135,sample6,15,B
gene135,sample7,36,B
gene135,sample8,46,B
gene135,sample9,26,B
gene135,sample10,17,B
gene136,sample1,4,A
gene136,sample2,9,A
gene136,sample3,7,A
gene136,sample4,12,A
gene136,sample5,8,A
gene136,sample6,7,B
gene136,sample7,5,B
gene136,sample8,15,B
gene136,sample9,24,B
gene136,sample10,19,B
gene137,sample1,351,A
gene137,sample2,338,A
gene137,sample3,379,A
gene137,sample4,508,A
gene137,sample5,466,A
gene137,sample6,318,B
gene137,sample7,365,B
gene137,sample8,496,B
gene137,sample9,410,B
gene137,sample10,508,B
gene138,sample1,770,A
gene138,sample2,830,A
gene138,sample3,809,A
gene138,sample4,915,A
gene138,sample5,706,A
gene138,sample6,436,B
gene138,sample7,824,B
gene138,sample8,476,B
gene138,sample9,676,B
gene138,sample10,700,B
gene139,sample1,110,A
gene139,sample2,113,A
gene139,sample3,154,A
gene139,sample4,180,A
gene139,sample5,126,A
gene139,sample6,103,B
gene139,sample7,51,B
gene139,sample8,191,B
gene139,sample9,136,B
gene139,sample10,136,B
gene140,sample1,110,A
gene140,sample2,96,A
gene140,sample3,181,A
gene140,sample4,131,A
gene140,sample5,107,A
gene140,sample6,219,B
gene140,sample7,167,B
gene140,sample8,127,B
gene140,sample9,120,B
gene140,sample10,157,B
gene141,sample1,30,A
gene141,sample2,9,A
gene141,sample3,15,A
gene141,sample4,10,A
gene141,sample5,0,A
gene141,sample6,20,B
gene141,sample7,9,B
gene141,sample8,12,B
gene141,sample9,13,B
gene141,sample10,10,B
gene142,sample1,54,A
gene142,sample2,44,A
gene142,sample3,74,A
gene142,sample4,43,A
gene142,sample5,68,A
gene142,sample6,35,B
gene142,sample7,21,B
gene142,sample8,56,B
gene142,sample9,141,B
gene142,sample10,67,B
gene143,sample1,1995,A
gene143,sample2,2946,A
gene143,sample3,2142,A
gene143,sample4,1194,A
gene143,sample5,1326,A
gene143,sample6,1574,B
gene143,sample7,1492,B
gene143,sample8,1715,B
gene143,sample9,1907,B
gene143,sample10,852,B
gene144,sample1,1853,A
gene144,sample2,1126,A
gene144,sample3,1396,A
gene144,sample4,1866,A
gene144,sample5,1688,A
gene144,sample6,2092,B
gene144,sample7,1418,B
gene144,sample8,2849,B
gene144,sample9,2546,B
gene144,sample10,1208,B
gene145,sample1,0,A
gene145,sample2,0,A
gene145,sample3,0,A
gene145,sample4,0,A
gene145,sample5,0,A
gene145,sample6,0,B
gene145,sample7,0,B
gene145,sample8,0,B
gene145,sample9,0,B
gene145,sample10,0,B
gene146,sample1,1994,A
gene146,sample2,1746,A
gene146,sample3,1377,A
gene146,sample4,1658,A
gene146,sample5,1399,A
gene146,sample6,1334,B
gene146,sample7,1209,B
gene146,sample8,1937,B
gene146,sample9,1365,B
gene146,sample10,2212,B
gene147,sample1,1105,A
gene147,sample2,1087,A
gene147,sample3,758,A
gene147,sample4,1099,A
gene147,sample5,939,A
gene147,sample6,1441,B
gene147,sample7,1037,B
gene147,sample8,460,B
gene147,sample9,657,B
gene147,sample10,583,B
gene148,sample1,9,A
gene148,sample2,12,A
gene148,sample3,17,A
gene148,sample4,31,A
gene148,sample5,15,A
gene148,sample6,7,B
gene148,sample7,12,B
gene148,sample8,25,B
gene148,sample9,16,B
gene148,sample10,8,B
gene149,sample1,4,A
gene149,sample2,6,A
gene149,sample3,5,A
gene149,sample4,8,A
gene149,sample5,9,A
gene149,sample6,12,B
gene149,sample7,5,B
gene149,sample8,2,B
gene149,sample9,18,B
gene149,sample10,7,B
gene150,sample1,16,A
gene150,sample2,13,A
gene150,sample3,22,A
gene150,sample4,34,A
gene150,sample5,2,A
gene150,sample6,9,B
gene150,sample7,6,B
gene150,sample8,17,B
gene150,sample9,13,B
gene150,sample10,8,B
gene151,sample1,517,A
gene151,sample2,174,A
gene151,sample3,340,A
gene151,sample4,415,A
gene151,sample5,436,A
gene151,sample6,187,B
gene151,sample7,191,B
gene151,sample8,290,B
gene151,sample9,407,B
gene151,sample10,578,B
gene152,sample1,87,A
gene152,sample2,34,A
gene152,sample3,56,A
gene152,sample4,41,A
gene152,sample5,57,A
gene152,sample6,97,B
gene152,sample7,60,B
gene152,sample8,37,B
gene152,sample9,51,B
gene152,sample10,57,B
gene153,sample1,2,A
gene153,sample2,16,A
gene153,sample3,11,A
gene153,sample4,13,A
gene153,sample5,18,A
gene153,sample6,2,B
gene153,sample7,5,B
gene153,sample8,18,B
gene153,sample9,2,B
gene153,sample10,12,B
gene154,sample1,3336,A
gene154,sample2,6888,A
gene154,sample3,5433,A
gene154,sample4,3171,A
gene154,sample5,5252,A
gene154,sample6,3060,B
gene154,sample7,3934,B
gene154,sample8,5665,B
gene154,sample9,4457,B
gene154,sample10,2999,B
gene155,sample1,7,A
gene155,sample2,6,A
gene155,sample3,4,A
gene155,sample4,3,A
gene155,sample5,1,A
gene155,sample6,1,B
gene155,sample7,14,B
gene155,sample8,1,B
gene155,sample9,0,B
gene155,sample10,5,B
gene156,sample1,89,A
gene156,sample2,115,A
gene156,sample3,73,A
gene156,sample4,74,A
gene156,sample5,52,A
gene156,sample6,56,B
gene156,sample7,92,B
gene156,sample8,85,B
gene156,sample9,52,B
gene156,sample10,41,B
gene157,sample1,76,A
gene157,sample2,52,A
gene157,sample3,89,A
gene157,sample4,70,A
gene157,sample5,121,A
gene157,sample6,86,B
gene157,sample7,119,B
gene157,sample8,98,B
gene157,sample9,85,B
gene157,sample10,78,B
gene158,sample1,0,A
gene158,sample2,9,A
gene158,sample3,1,A
gene158,sample4,1,A
gene158,sample5,1,A
gene158,sample6,1,B
gene158,sample7,0,B
gene158,sample8,3,B
gene158,sample9,0,B
gene158,sample10,2,B
gene159,sample1,34907,A
gene159,sample2,90896,A
gene159,sample3,84692,A
gene159,sample4,115135,A
gene159,sample5,121978,A
gene159,sample6,68682,B
gene159,sample7,49726,B
gene159,sample8,44382,B
gene159,sample9,65616,B
gene159,sample10,81217,B
gene160,sample1,1290,A
gene160,sample2,1951,A
gene160,sample3,1302,A
gene160,sample4,663,A
gene160,sample5,696,A
gene160,sample6,848,B
gene160,sample7,1010,B
gene160,sample8,1847,B
gene160,sample9,921,B
gene160,sample10,919,B
gene161,sample1,4,A
gene161,sample2,6,A
gene161,sample3,25,A
gene161,sample4,11,A
gene161,sample5,6,A
gene161,sample6,39,B
gene161,sample7,11,B
gene161,sample8,15,B
gene161,sample9,16,B
gene161,sample10,7,B
gene162,sample1,3311,A
gene162,sample2,2199,A
gene162,sample3,2208,A
gene162,sample4,993,A
gene162,sample5,3482,A
gene162,sample6,2105,B
gene162,sample7,3151,B
gene162,sample8,2775,B
gene162,sample9,1903,B
gene162,sample10,3460,B
gene163,sample1,1187,A
gene163,sample2,1353,A
gene163,sample3,656,A
gene163,sample4,1736,A
gene163,sample5,1706,A
gene163,sample6,2026,B
gene163,sample7,660,B
gene163,sample8,1225,B
gene163,sample9,1932,B
gene163,sample10,1478,B
gene164,sample1,8,A
gene164,sample2,12,A
gene164,sample3,9,A
gene164,sample4,5,A
gene164,sample5,5,A
gene164,sample6,2,B
gene164,sample7,34,B
gene164,sample8,12,B
gene164,sample9,0,B
gene164,sample10,14,B
gene165,sample1,416,A
gene165,sample2,384,A
gene165,sample3,405,A
gene165,sample4,506,A
gene165,sample5,716,A
gene165,sample6,434,B
gene165,sample7,423,B
gene165,sample8,671,B
gene165,sample9,439,B
gene165,sample10,517,B
gene166,sample1,4589,A
gene166,sample2,6397,A
gene166,sample3,5807,A
gene166,sample4,2533,A
gene166,sample5,4294,A
gene166,sample6,3289,B
gene166,sample7,3975,B
gene166,sample8,4049,B
gene166,sample9,2463,B
gene166,sample10,4278,B
gene167,sample1,5,A
gene167,sample2,10,A
gene167,sample3,21,A
gene167,sample4,3,A
gene167,sample5,8,A
gene167,sample6,5,B
gene167,sample7,7,B
gene167,sample8,5,B
gene167,sample9,11,B
gene167,sample10,4,B
gene168,sample1,290,A
gene168,sample2,748,A
gene168,sample3,593,A
gene168,sample4,608,A
gene168,sample5,641,A
gene168,sample6,902,B
gene168,sample7,410,B
gene168,sample8,830,B
gene168,sample9,480,B
gene168,sample10,671,B
gene169,sample1,799,A
gene169,sample2,856,A
gene169,sample3,729,A
gene169,sample4,617,A
gene169,sample5,878,A
gene169,sample6,1330,B
gene169,sample7,942,B
gene169,sample8,872,B
gene169,sample9,1199,B
gene169,sample10,1264,B
gene170,sample1,619,A
gene170,sample2,609,A
gene170,sample3,644,A
gene170,sample4,1257,A
gene170,sample5,729,A
gene170,sample6,453,B
gene170,sample7,587,B
gene170,sample8,916,B
gene170,sample9,979,B
gene170,sample10,572,B
gene171,sample1,6,A
gene171,sample2,19,A
gene171,sample3,38,A
gene171,sample4,38,A
gene171,sample5,10,A
gene171,sample6,5,B
gene171,sample7,12,B
gene171,sample8,19,B
gene171,sample9,15,B
gene171,sample10,7,B
gene172,sample1,1191,A
gene172,sample2,2266,A
gene172,sample3,1472,A
gene172,sample4,1317,A
gene172,sample5,976,A
gene172,sample6,2064,B
gene172,sample7,1877,B
gene172,sample8,2054,B
gene172,sample9,1369,B
gene172,sample10,1035,B
gene173,sample1,969,A
gene173,sample2,674,A
gene173,sample3,966,A
gene173,sample4,1102,A
gene173,sample5,2277,A
gene173,sample6,849,B
gene173,sample7,1309,B
gene173,sample8,1350,B
gene173,sample9,995,B
gene173,sample10,784,B
gene174,sample1,41,A
gene174,sample2,22,A
gene174,sample3,32,A
gene174,sample4,25,A
gene174,sample5,9,A
gene174,sample6,33,B
gene174,sample7,5,B
gene174,sample8,11,B
gene174,sample9,41,B
gene174,sample10,28,B
gene175,sample1,1,A
gene175,sample2,1,A
gene175,sample3,3,A
gene175,sample4,4,A
gene175,sample5,0,A
gene175,sample6,0,B
gene175,sample7,0,B
gene175,sample8,1,B
gene175,sample9,0,B
gene175,sample10,7,B
gene176,sample1,1336,A
gene176,sample2,490,A
gene176,sample3,718,A
gene176,sample4,814,A
gene176,sample5,870,A
gene176,sample6,1447,B
gene176,sample7,1010,B
gene176,sample8,464,B
gene176,sample9,779,B
gene176,sample10,882,B
gene177,sample1,443,A
gene177,sample2,294,A
gene177,sample3,374,A
gene177,sample4,479,A
gene177,sample5,335,A
gene177,sample6,202,B
gene177,sample7,250,B
gene177,sample8,239,B
gene177,sample9,236,B
gene177,sample10,332,B
gene178,sample1,11,A
gene178,sample2,26,A
gene178,sample3,26,A
gene178,sample4,16,A
gene178,sample5,25,A
gene178,sample6,24,B
gene178,sample7,10,B
gene178,sample8,25,B
gene178,sample9,16,B
gene178,sample10,13,B
gene179,sample1,12,A
gene179,sample2,34,A
gene179,sample3,12,A
gene179,sample4,11,A
gene179,sample5,3,A
gene179,sample6,14,B
gene179,sample7,19,B
gene179,sample8,19,B
gene179,sample9,10,B
gene179,sample10,15,B
gene180,sample1,20,A
gene180,sample2,36,A
gene180,sample3,38,A
gene180,sample4,34,A
gene180,sample5,31,A
gene180,sample6,32,B
gene180,sample7,29,B
gene180,sample8,31,B
gene180,sample9,60,B
gene180,sample10,67,B
gene181,sample1,22,A
gene181,sample2,11,A
gene181,sample3,60,A
gene181,sample4,32,A
gene181,sample5,20,A
gene181,sample6,7,B
gene181,sample7,15,B
gene181,sample8,27,B
gene181,sample9,23,B
gene181,sample10,54,B
gene182,sample1,6,A
gene182,sample2,13,A
gene182,sample3,1,A
gene182,sample4,11,A
gene182,sample5,3,A
gene182,sample6,7,B
gene182,sample7,32,B
gene182,sample8,17,B
gene182,sample9,4,B
gene182,sample10,11,B
gene183,sample1,9,A
gene183,sample2,15,A
gene183,sample3,7,A
gene183,sample4,15,A
gene183,sample5,10,A
gene183,sample6,6,B
gene183,sample7,10,B
gene183,sample8,6,B
gene183,sample9,16,B
gene183,sample10,1,B
gene184,sample1,3,A
gene184,sample2,1,A
gene184,sample3,7,A
gene184,sample4,0,A
gene184,sample5,1,A
gene184,sample6,0,B
gene184,sample7,2,B
gene184,sample8,1,B
gene184,sample9,1,B
gene184,sample10,3,B
gene185,sample1,773,A
gene185,sample2,974,A
gene185,sample3,624,A
gene185,sample4,628,A
gene185,sample5,721,A
gene185,sample6,1406,B
gene185,sample7,606,B
gene185,sample8,543,B
gene185,sample9,792,B
gene185,sample10,1039,B
gene186,sample1,1645,A
gene186,sample2,1023,A
gene186,sample3,1230,A
gene186,sample4,1600,A
gene186,sample5,943,A
gene186,sample6,1181,B
gene186,sample7,2205,B
gene186,sample8,2473,B
gene186,sample9,2991,B
gene186,sample10,1445,B
gene187,sample1,59,A
gene187,sample2,17,A
gene187,sample3,24,A
gene187,sample4,70,A
gene187,sample5,28,A
gene187,sample6,37,B
gene187,sample7,55,B
gene187,sample8,30,B
gene187,sample9,38,B
gene187,sample10,45,B
gene188,sample1,2696,A
gene188,sample2,1352,A
gene188,sample3,1721,A
gene188,sample4,1631,A
gene188,sample5,2113,A
gene188,sample6,1882,B
gene188,sample7,955,B
gene188,sample8,1368,B
gene188,sample9,1846,B
gene188,sample10,1900,B
gene189,sample1,0,A
gene189,sample2,0,A
gene189,sample3,1,A
gene189,sample4,16,A
gene189,sample5,14,A
gene189,sample6,8,B
gene189,sample7,11,B
gene189,sample8,0,B
gene189,sample9,9,B
gene189,sample10,12,B
gene190,sample1,1,A
gene190,sample2,17,A
gene190,sample3,5,A
gene190,sample4,13,A
gene190,sample5,3,A
gene190,sample6,1,B
gene190,sample7,4,B
gene190,sample8,7,B
gene190,sample9,1,B
gene190,sample10,2,B
gene191,sample1,173,A
gene191,sample2,280,A
gene191,sample3,306,A
gene191,sample4,255,A
gene191,sample5,120,A
gene191,sample6,206,B
gene191,sample7,220,B
gene191,sample8,192,B
gene191,sample9,165,B
gene191,sample10,122,B
gene192,sample1,73,A
gene192,sample2,46,A
gene192,sample3,27,A
gene192,sample4,86,A
gene192,sample5,36,A
gene192,sample6,110,B
gene192,sample7,158,B
gene192,sample8,31,B
gene192,sample9,44,B
gene192,sample10,25,B
gene193,sample1,810,A
gene193,sample2,1195,A
gene193,sample3,1009,A
gene193,sample4,1178,A
gene193,sample5,672,A
gene193,sample6,1596,B
gene193,sample7,1154,B
gene193,sample8,1105,B
gene193,sample9,1099,B
gene193,sample10,1308,B
gene194,sample1,72,A
gene194,sample2,60,A
gene194,sample3,55,A
gene194,sample4,36,A
gene194,sample5,86,A
gene194,sample6,95,B
gene194,sample7,27,B
gene194,sample8,106,B
gene194,sample9,171,B
gene194,sample10,51,B
gene195,sample1,70,A
gene195,sample2,82,A
gene195,sample3,55,A
gene195,sample4,38,A
gene195,sample5,39,A
gene195,sample6,55,B
gene195,sample7,30,B
gene195,sample8,36,B
gene195,sample9,25,B
gene195,sample10,57,B
gene196,sample1,53,A
gene196,sample2,31,A
gene196,sample3,26,A
gene196,sample4,58,A
gene196,sample5,24,A
gene196,sample6,35,B
gene196,sample7,42,B
gene196,sample8,24,B
gene196,sample9,28,B
gene196,sample10,30,B
gene197,sample1,7,A
gene197,sample2,30,A
gene197,sample3,5,A
gene197,sample4,23,A
gene197,sample5,10,A
gene197,sample6,15,B
gene197,sample7,19,B
gene197,sample8,23,B
gene197,sample9,21,B
gene197,sample10,27,B
gene198,sample1,4759,A
gene198,sample2,4041,A
gene198,sample3,5860,A
gene198,sample4,3904,A
gene198,sample5,5438,A
gene198,sample6,4637,B
gene198,sample7,5109,B
gene198,sample8,6514,B
gene198,sample9,5141,B
gene198,sample10,2756,B
gene199,sample1,1214,A
gene199,sample2,616,A
gene199,sample3,1417,A
gene199,sample4,1056,A
gene199,sample5,1239,A
gene199,sample6,904,B
gene199,sample7,620,B
gene199,sample8,856,B
gene199,sample9,1293,B
gene199,sample10,1041,B
gene200,sample1,4340,A
gene200,sample2,4213,A
gene200,sample3,4314,A
gene200,sample4,4697,A
gene200,sample5,4040,A
gene200,sample6,4232,B
gene200,sample7,8769,B
gene200,sample8,5772,B
gene200,sample9,6371,B
gene200,sample10,3105,B
gene201,sample1,66,A
gene201,sample2,23,A
gene201,sample3,15,A
gene201,sample4,39,A
gene201,sample5,44,A
gene201,sample6,33,B
gene201,sample7,19,B
gene201,sample8,14,B
gene201,sample9,43,B
gene201,sample10,55,B
gene202,sample1,465,A
gene202,sample2,416,A
gene202,sample3,420,A
gene202,sample4,341,A
gene202,sample5,913,A
gene202,sample6,435,B
gene202,sample7,360,B
gene202,sample8,588,B
gene202,sample9,756,B
gene202,sample10,552,B
gene203,sample1,671,A
gene203,sample2,337,A
gene203,sample3,280,A
gene203,sample4,697,A
gene203,sample5,336,A
gene203,sample6,342,B
gene203,sample7,607,B
gene203,sample8,439,B
gene203,sample9,381,B
gene203,sample10,406,B
gene204,sample1,68,A
gene204,sample2,155,A
gene204,sample3,102,A
gene204,sample4,105,A
gene204,sample5,176,A
gene204,sample6,56,B
gene204,sample7,97,B
gene204,sample8,222,B
gene204,sample9,73,B
gene204,sample10,64,B
gene205,sample1,400,A
gene205,sample2,385,A
gene205,sample3,436,A
gene205,sample4,544,A
gene205,sample5,275,A
gene205,sample6,228,B
gene205,sample7,312,B
gene205,sample8,203,B
gene205,sample9,345,B
gene205,sample10,287,B
gene206,sample1,257,A
gene206,sample2,85,A
gene206,sample3,113,A
gene206,sample4,100,A
gene206,sample5,153,A
gene206,sample6,208,B
gene206,sample7,128,B
gene206,sample8,98,B
gene206,sample9,114,B
gene206,sample10,84,B
gene207,sample1,144,A
gene207,sample2,91,A
gene207,sample3,110,A
gene207,sample4,39,A
gene207,sample5,192,A
gene207,sample6,111,B
gene207,sample7,122,B
gene207,sample8,76,B
gene207,sample9,102,B
gene207,sample10,31,B
gene208,sample1,1149,A
gene208,sample2,1059,A
gene208,sample3,1009,A
gene208,sample4,1820,A
gene208,sample5,751,A
gene208,sample6,883,B
gene208,sample7,1694,B
gene208,sample8,995,B
gene208,sample9,1477,B
gene208,sample10,1238,B
gene209,sample1,203,A
gene209,sample2,136,A
gene209,sample3,325,A
gene209,sample4,150,A
gene209,sample5,132,A
gene209,sample6,260,B
gene209,sample7,210,B
gene209,sample8,129,B
gene209,sample9,161,B
gene209,sample10,312,B
gene210,sample1,99,A
gene210,sample2,67,A
gene210,sample3,76,A
gene210,sample4,72,A
gene210,sample5,101,A
gene210,sample6,147,B
gene210,sample7,25,B
gene210,sample8,100,B
gene210,sample9,39,B
gene210,sample10,132,B
gene211,sample1,246,A
gene211,sample2,204,A
gene211,sample3,109,A
gene211,sample4,102,A
gene211,sample5,144,A
gene211,sample6,96,B
gene211,sample7,97,B
gene211,sample8,169,B
gene211,sample9,141,B
gene211,sample10,171,B
gene212,sample1,26,A
gene212,sample2,61,A
gene212,sample3,24,A
gene212,sample4,77,A
gene212,sample5,63,A
gene212,sample6,33,B
gene212,sample7,28,B
gene212,sample8,48,B
gene212,sample9,19,B
gene212,sample10,18,B
gene213,sample1,660,A
gene213,sample2,581,A
gene213,sample3,1207,A
gene213,sample4,609,A
gene213,sample5,853,A
gene213,sample6,422,B
gene213,sample7,646,B
gene213,sample8,360,B
